Ticket No,Request ID,RequestorSeniority,FiledAgainst,TicketType,Severity,Priority,Max Day
17049,817,4 - Management,Systems,Request,2 - Normal,0 - Unassigned,9.0
15438,468,1 - Junior,Systems,Request,2 - Normal,3 - High,7.0
15376,44,3 - Senior,Access/Login,Request,2 - Normal,3 - High,0.0
49180,1934,1 - Junior,Systems,Request,2 - Normal,1 - Low,7.0
48573,735,2 - Regular,Systems,Request,2 - Normal,2 - Medium,18.0
38860,719,4 - Management,Access/Login,Request,2 - Normal,3 - High,0.0
7079,682,4 - Management,Access/Login,Request,2 - Normal,3 - High,0.0
11651,1758,2 - Regular,Software,Request,2 - Normal,0 - Unassigned,6.0
31891,174,4 - Management,Software,Request,2 - Normal,3 - High,8.0
18920,1141,3 - Senior,Access/Login,Request,2 - Normal,,0.0
23482,472,2 - Regular,,Issue,2 - Normal,0 - Unassigned,0.0
19456,945,1 - Junior,Access/Login,,2 - Normal,1 - Low,1.0
15011,741,1 - Junior,Systems,Request,2 - Normal,0 - Unassigned,15.0
1624,1988,1 - Junior,Software,Issue,2 - Normal,1 - Low,5.0
15775,636,3 - Senior,Systems,Request,2 - Normal,3 - High,269.0
3104,871,2 - Regular,Systems,Request,2 - Normal,3 - High,9.0
4198,115,2 - Regular,Hardware,Request,2 - Normal,,10.0
8496,55,3 - Senior,Systems,Request,2 - Normal,2 - Medium,20.0
43351,621,3 - Senior,Access/Login,Request,2 - Normal,0 - Unassigned,0.0
847,1966,2 - Regular,Systems,Request,2 - Normal,3 - High,18.0
45991,1738,2 - Regular,Systems,Issue,2 - Normal,2 - Medium,1.0
18512,812,4 - Management,Systems,Request,2 - Normal,2 - Medium,18.0
20544,1425,4 - Management,Access/Login,Request,2 - Normal,3 - High,0.0
15770,1476,,Systems,Request,2 - Normal,1 - Low,16.0
33886,1311,2 - Regular,Access/Login,Request,2 - Normal,3 - High,0.0
22882,658,4 - Management,Access/Login,Request,2 - Normal,0 - Unassigned,0.0
31151,1283,2 - Regular,Hardware,Request,2 - Normal,2 - Medium,165.0
29058,880,2 - Regular,Systems,,2 - Normal,1 - Low,6.0
22722,652,4 - Management,Software,Request,2 - Normal,3 - High,3.0
11866,239,2 - Regular,Access/Login,Request,2 - Normal,3 - High,0.0
10998,1188,1 - Junior,Software,Request,2 - Normal,0 - Unassigned,5.0
29310,876,2 - Regular,Access/Login,Request,2 - Normal,3 - High,0.0
28182,668,2 - Regular,,Request,2 - Normal,1 - Low,16.0
42821,1215,4 - Management,Access/Login,Request,2 - Normal,3 - High,0.0
48129,1855,4 - Management,Systems,Request,2 - Normal,3 - High,6.0
5636,1747,2 - Regular,Access/Login,Request,3 - Major,2 - Medium,0.0
21625,1615,2 - Regular,Software,Issue,,1 - Low,15.0
42321,117,2 - Regular,Systems,Request,2 - Normal,0 - Unassigned,13.0
3220,1187,1 - Junior,Hardware,Request,,3 - High,13.0
26671,1820,1 - Junior,Systems,Req,2 - Normal,0 - Unassigned,
44642,258,4 - Management,Access/Login,Request,2 - Normal,3 - High,0.0
23234,483,4 - Management,System,Request,2 - Normal,3 - High,18.0
14271,759,1 - Junior,Software,Request,2 - Normal,0 - Unassigned,2.0
12197,565,2 - Regular,Access/Login,Request,2 - Normal,1 - Low,0.0
3975,1318,4 - Management,Systems,Request,2 - Normal,3 - High,
36633,180,4 - Management,Access/Login,Request,2 - Normal,0 - Unassigned,0.0
18183,1294,2 - Regular,Software,Request,2 - Normal,1 - Low,12.0
47303,1004,2 - Regular,Systems,Request,2 - Normal,0 - Unassigned,11.0
33866,1029,2 - Regular,Software,Issue,2 - Normal,2 - Medium,6.0
38386,1164,4 - Management,Access/Login,Request,2 - Normal,0 - Unassigned,0.0
4016,154,2 - Regular,Access/Login,Request,2 - Normal,0 - Unassigned,1.0
49135,1200,2 - Regular,Software,Issue,2 - Normal,1 - Low,
11446,1990,1 - Junior,Access/Login,Request,2 - Normal,0 - Unassigned,0.0
13571,667,2 - Regular,Systems,Request,2 - Normal,0 - Unassigned,25.0
28296,1625,,Systems,Request,2 - Normal,1 - Low,7.0
41238,605,3 - Senior,,Request,2 - Normal,3 - High,26.0
27123,1334,3 - Senior,Systems,Request,2 - Normal,3 - High,18.0
22327,1302,1 - Junior,Access/Login,Request,2 - Normal,1 - Low,1.0
19486,80,2 - Regular,Systems,Request,2 - Normal,3 - High,18.0
10588,197,2 - Regular,Systems,Request,2 - Normal,1 - Low,
23025,114,4 - Management,Access/Login,Req,2 - Normal,3 - High,0.0
28085,465,4 - Management,Access/Login,Req,2 - Normal,3 - High,0.0
20284,1136,2 - Regular,Access/Login,Request,2 - Normal,0 - Unassigned,2.0
22872,1505,2 - Regular,Systems,Request,2 - Normal,,8.0
19097,538,1 - Junior,Access/Login,Issue,2 - Normal,1 - Low,
5050,1114,4 - Management,Systems,Request,2 - Normal,3 - High,5.0
1694,747,4 - Management,Access/Login,Request,2 - Normal,0 - Unassigned,
43735,267,2 - Regular,Systems,Request,2 - Normal,2 - Medium,6.0
20839,475,2 - Regular,Software,Request,2 - Normal,0 - Unassigned,5.0
37986,1907,4 - Management,Systems,Issue,2 - Normal,3 - High,3.0
20154,731,4 - Management,Systems,Request,2 - Normal,,19.0
11993,1269,2 - Regular,Software,,3 - Major,0 - Unassigned,25.0
31556,573,2 - Regular,Systems,Issue,2 - Normal,0 - Unassigned,3.0
35737,1883,2 - Regular,Access/Login,Request,2 - Normal,0 - Unassigned,0.0
5356,496,2 - Regular,,Request,2 - Normal,3 - High,0.0
44765,174,4 - Management,Systems,Issue,2 - Normal,3 - High,
45958,1666,1 - Junior,Systems,Issue,2 - Normal,,8.0
35129,454,4 - Management,Systems,Issue,2 - Normal,0 - Unassigned,2.0
20129,979,3 - Senior,Software,Request,2 - Normal,3 - High,8.0
34562,133,4 - Management,System,Request,2 - Normal,3 - High,18.0
20558,954,1 - Junior,Software,Request,2 - Normal,1 - Low,13.0
40669,1903,1 - Junior,Systems,Request,2 - Normal,1 - Low,7.0
29265,1392,1 - Junior,Software,Request,2 - Normal,1 - Low,10.0
28804,1225,3 - Senior,Software,Request,2 - Normal,3 - High,6.0
40650,1364,2 - Regular,Access/Login,Request,Unknown,1 - Low,0.0
17919,971,1 - Junior,Systems,Request,2 - Normal,2 - Medium,5.0
13614,42,2 - Regular,System,Request,2 - Normal,0 - Unassigned,0.0
39261,992,1 - Junior,Software,Request,2 - Normal,0 - Unassigned,13.0
35319,1604,4 - Management,Software,Request,2 - Normal,3 - High,3.0
15909,1593,2 - Regular,Access/Login,Issue,3 - Major,,0.0
7462,1212,4 - Management,,Req,2 - Normal,High Priority,13.0
7185,768,2 - Regular,Access/Login,Request,2 - Normal,2 - Medium,0.0
26003,1090,4 - Management,Access/Login,Request,2 - Normal,3 - High,1.0
15397,700,3 - Senior,Hardware,,2 - Normal,3 - High,11.0
24784,667,2 - Regular,Systems,Req,2 - Normal,1 - Low,9.0
40357,1961,4 - Management,Access/Login,Request,Unknown,3 - High,0.0
37700,440,3 - Senior,Systems,Request,2 - Normal,3 - High,8.0
20574,578,1 - Junior,Access/Login,Issue,2 - Normal,1 - Low,0.0
49,1270,1 - Junior,Access/Login,Issue,4 - Critical,3 - High,0.0
22073,901,4 - Management,Software,Issue,2 - Normal,3 - High,
38671,603,1 - Junior,Systems,Issue,2 - Normal,0 - Unassigned,174.0
10978,402,1 - Junior,Access/Login,Issue,2 - Normal,1 - Low,0.0
39704,1022,1 - Junior,,Request,2 - Normal,0 - Unassigned,20.0
36460,777,1 - Junior,,Request,3 - Major,3 - High,3.0
15733,1141,3 - Senior,Access/Login,Request,2 - Normal,3 - High,1.0
9480,58,1 - Junior,Access/Login,Req,2 - Normal,1 - Low,
18154,353,2 - Regular,Systems,Request,2 - Normal,0 - Unassigned,13.0
22163,748,3 - Senior,Software,Issue,2 - Normal,0 - Unassigned,3.0
27200,571,2 - Regular,System,Request,3 - Major,0 - Unassigned,4.0
4005,1918,4 - Management,Access/Login,Request,2 - Normal,0 - Unassigned,0.0
34375,480,4 - Management,Access/Login,Request,2 - Normal,0 - Unassigned,0.0
43732,711,2 - Regular,Hardware,Request,2 - Normal,3 - High,14.0
32155,575,2 - Regular,,Issue,2 - Normal,3 - High,
3281,749,3 - Senior,,Request,2 - Normal,2 - Medium,
47613,836,1 - Junior,Systems,Req,2 - Normal,0 - Unassigned,5.0
18073,1500,4 - Management,Access/Login,Request,2 - Normal,3 - High,1.0
36398,1662,3 - Senior,,Req,2 - Normal,0 - Unassigned,13.0
48965,1703,1 - Junior,Software,Request,2 - Normal,,22.0
42293,514,2 - Regular,Systems,Request,2 - Normal,0 - Unassigned,13.0
49272,858,,System,Request,2 - Normal,,15.0
44983,902,4 - Management,System,Request,2 - Normal,,9.0
11399,1977,1 - Junior,Software,Issue,2 - Normal,1 - Low,11.0
2324,485,4 - Management,Systems,Issue,2 - Normal,3 - High,8.0
34501,1718,4 - Management,Software,Issue,2 - Normal,0 - Unassigned,5.0
38124,982,3 - Senior,System,Request,2 - Normal,3 - High,10.0
34821,29,2 - Regular,Access/Login,Request,2 - Normal,0 - Unassigned,0.0
15890,1829,1 - Junior,System,Request,2 - Normal,0 - Unassigned,13.0
34528,741,1 - Junior,,,2 - Normal,1 - Low,5.0
3070,1813,1 - Junior,Hardware,Request,2 - Normal,2 - Medium,10.0
2969,1754,1 - Junior,System,Issue,2 - Normal,0 - Unassigned,2.0
26629,1134,2 - Regular,Access/Login,Request,2 - Normal,3 - High,0.0
23925,242,4 - Management,Systems,Req,2 - Normal,3 - High,
29378,1721,1 - Junior,Access/Login,Issue,,0 - Unassigned,3.0
31553,1007,3 - Senior,Access/Login,Request,2 - Normal,1 - Low,0.0
39363,1827,1 - Junior,Software,Request,2 - Normal,0 - Unassigned,9.0
8806,291,1 - Junior,Software,Request,2 - Normal,0 - Unassigned,14.0
45098,1126,,Systems,Request,,2 - Medium,19.0
16636,1565,2 - Regular,Access/Login,Request,2 - Normal,1 - Low,0.0
37594,1011,2 - Regular,Systems,Request,2 - Normal,1 - Low,17.0
17195,985,2 - Regular,Systems,Req,2 - Normal,2 - Medium,6.0
7711,1033,2 - Regular,Software,Request,2 - Normal,3 - High,11.0
1708,1684,2 - Regular,Software,Request,2 - Normal,,
20198,1236,1 - Junior,Software,,,1 - Low,8.0
38525,38,4 - Management,Access/Login,,2 - Normal,3 - High,0.0
1090,256,2 - Regular,Systems,Request,2 - Normal,0 - Unassigned,-1.0
8328,1376,2 - Regular,,Request,2 - Normal,1 - Low,6.0
39509,1762,2 - Regular,Systems,Issue,2 - Normal,2 - Medium,3.0
34088,1949,1 - Junior,Hardware,Request,3 - Major,2 - Medium,26.0
42780,1536,2 - Regular,Software,Request,2 - Normal,0 - Unassigned,2.0
29021,1456,4 - Management,Access/Login,Issue,2 - Normal,3 - High,0.0
23341,116,2 - Regular,Systems,,4 - Critical,3 - High,25.0
32150,1334,3 - Senior,Access/Login,Request,,3 - High,1.0
17740,955,1 - Junior,Access/Login,Issue,2 - Normal,,2.0
20586,533,3 - Senior,Systems,Request,2 - Normal,0 - Unassigned,5.0
36557,1593,,Software,Request,2 - Normal,1 - Low,17.0
46036,390,3 - Senior,Hardware,Issue,2 - Normal,1 - Low,12.0
39424,797,2 - Regular,,Request,2 - Normal,1 - Low,37.0
1033,1019,2 - Regular,Software,Request,2 - Normal,2 - Medium,3.0
44897,867,3 - Senior,,Request,2 - Normal,3 - High,5.0
42165,636,3 - Senior,Access/Login,Request,2 - Normal,3 - High,0.0
27529,1619,2 - Regular,Systems,Request,2 - Normal,3 - High,5.0
23178,46,,,Request,2 - Normal,3 - High,7.0
19426,998,1 - Junior,Systems,Request,2 - Normal,1 - Low,16.0
18466,260,3 - Senior,Software,Request,2 - Normal,3 - High,7.0
9159,65,1 - Junior,Systems,Request,2 - Normal,1 - Low,
18770,677,4 - Management,Software,Issue,2 - Normal,0 - Unassigned,1.0
41431,1248,1 - Junior,Systems,Request,2 - Normal,2 - Medium,5.0
48362,910,4 - Management,Hardware,,2 - Normal,3 - High,299.0
30494,361,2 - Regular,Hardware,Request,2 - Normal,0 - Unassigned,27.0
34273,965,2 - Regular,Access/Login,Request,2 - Normal,3 - High,1.0
13900,1664,2 - Regular,Software,Request,2 - Normal,2 - Medium,2.0
13781,1503,1 - Junior,Systems,Request,2 - Normal,1 - Low,10.0
29420,405,2 - Regular,Hardware,Request,2 - Normal,3 - High,10.0
12417,1663,4 - Management,,Issue,2 - Normal,3 - High,0.0
16530,97,2 - Regular,Hardware,Request,2 - Normal,3 - High,33.0
35010,862,4 - Management,Hardware,Request,2 - Normal,0 - Unassigned,38.0
18370,470,2 - Regular,Access/Login,Request,2 - Normal,2 - Medium,0.0
4418,728,,Systems,Request,2 - Normal,High Priority,6.0
46674,1685,,System,Request,2 - Normal,0 - Unassigned,18.0
7519,1448,2 - Regular,Systems,Issue,2 - Normal,3 - High,5.0
27640,1027,1 - Junior,Hardware,,2 - Normal,,16.0
4333,566,4 - Management,,Request,2 - Normal,3 - High,6.0
21886,172,2 - Regular,Access/Login,Req,2 - Normal,0 - Unassigned,1.0
8660,1167,2 - Regular,Systems,Request,2 - Normal,2 - Medium,30.0
24905,706,2 - Regular,Systems,Request,2 - Normal,2 - Medium,
5289,1628,4 - Management,,Request,2 - Normal,2 - Medium,12.0
39919,1348,4 - Management,Systems,Request,2 - Normal,3 - High,19.0
3426,294,2 - Regular,Systems,Request,Unknown,2 - Medium,20.0
38054,722,1 - Junior,Access/Login,Request,2 - Normal,0 - Unassigned,1.0
40926,265,,Access/Login,Issue,3 - Major,0 - Unassigned,0.0
46122,149,2 - Regular,Software,Issue,,0 - Unassigned,3.0
3500,82,2 - Regular,Software,Request,3 - Major,3 - High,13.0
33986,1511,4 - Management,Software,Request,2 - Normal,3 - High,9.0
18077,830,2 - Regular,,Request,2 - Normal,3 - High,4.0
28469,759,1 - Junior,Hardware,Issue,0 - Unclassified,,7.0
24363,1941,2 - Regular,Software,Request,2 - Normal,2 - Medium,6.0
47274,7,,System,Request,2 - Normal,0 - Unassigned,
15198,85,,Access/Login,Request,2 - Normal,3 - High,0.0
49123,1072,3 - Senior,Hardware,Request,2 - Normal,3 - High,12.0
23779,1476,1 - Junior,Software,Issue,Unknown,2 - Medium,2.0
34056,1174,4 - Management,Software,Issue,2 - Normal,1 - Low,0.0
45603,797,2 - Regular,Access/Login,Request,2 - Normal,1 - Low,1.0
9111,1676,3 - Senior,Systems,,2 - Normal,0 - Unassigned,5.0
26790,1395,2 - Regular,Software,Request,2 - Normal,1 - Low,4.0
31054,1150,2 - Regular,System,Request,2 - Normal,0 - Unassigned,1.0
296,640,2 - Regular,Hardware,Request,2 - Normal,0 - Unassigned,
28507,1632,3 - Senior,,Request,2 - Normal,3 - High,0.0
19901,1866,3 - Senior,System,Issue,2 - Normal,3 - High,0.0
30903,1498,,Systems,Request,2 - Normal,0 - Unassigned,8.0
13799,811,2 - Regular,Systems,Request,2 - Normal,1 - Low,7.0
46134,1899,1 - Junior,Systems,Issue,2 - Normal,3 - High,2.0
46459,1014,1 - Junior,Access/Login,Request,2 - Normal,2 - Medium,199.0
1928,424,,Systems,Issue,2 - Normal,0 - Unassigned,1.0
12756,128,1 - Junior,Systems,Request,2 - Normal,1 - Low,
37198,1351,2 - Regular,Systems,,2 - Normal,2 - Medium,14.0
32165,906,4 - Management,System,Request,2 - Normal,3 - High,5.0
5217,1554,2 - Regular,Access/Login,Request,2 - Normal,1 - Low,0.0
35179,599,2 - Regular,Systems,Issue,2 - Normal,1 - Low,10.0
18516,1682,3 - Senior,Systems,Req,1 - Minor,3 - High,7.0
46107,8,,Systems,Request,2 - Normal,0 - Unassigned,24.0
11090,1098,2 - Regular,Access/Login,Request,2 - Normal,1 - Low,
39093,1339,1 - Junior,Hardware,Request,2 - Normal,1 - Low,10.0
44679,552,2 - Regular,Access/Login,Request,2 - Normal,0 - Unassigned,0.0
44960,1672,2 - Regular,,Request,2 - Normal,2 - Medium,11.0
42562,1302,1 - Junior,Access/Login,,2 - Normal,1 - Low,0.0
32903,1263,3 - Senior,Systems,Request,2 - Normal,3 - High,18.0
43665,1430,,Systems,Issue,2 - Normal,0 - Unassigned,1.0
36295,1917,,Systems,Req,2 - Normal,3 - High,8.0
49160,945,1 - Junior,Systems,Issue,2 - Normal,1 - Low,5.0
6859,760,3 - Senior,Hardware,Request,2 - Normal,3 - High,
37154,1497,1 - Junior,Hardware,Request,2 - Normal,2 - Medium,29.0
25903,1103,4 - Management,Systems,Request,2 - Normal,2 - Medium,18.0
36528,1581,3 - Senior,Software,Issue,,3 - High,10.0
29793,1436,3 - Senior,Systems,Request,2 - Normal,3 - High,5.0
7949,1279,1 - Junior,Software,Request,Unknown,2 - Medium,2.0
14056,1844,2 - Regular,Systems,Issue,2 - Normal,0 - Unassigned,1.0
26347,19,4 - Management,Access/Login,Issue,2 - Normal,3 - High,0.0
26221,668,2 - Regular,Access/Login,Request,2 - Normal,,0.0
37081,846,3 - Senior,Access/Login,Issue,2 - Normal,0 - Unassigned,0.0
24767,836,1 - Junior,Systems,,2 - Normal,0 - Unassigned,16.0
14947,445,1 - Junior,Software,Req,2 - Normal,,6.0
38887,1075,1 - Junior,Access/Login,Request,,1 - Low,0.0
4197,131,2 - Regular,Systems,Request,2 - Normal,0 - Unassigned,8.0
32808,691,,Systems,Request,2 - Normal,1 - Low,23.0
37324,600,4 - Management,Systems,Issue,Unknown,3 - High,5.0
16119,121,2 - Regular,Software,Request,2 - Normal,0 - Unassigned,7.0
29576,1372,2 - Regular,Software,Issue,2 - Normal,2 - Medium,0.0
21106,957,,Systems,Req,2 - Normal,,14.0
41014,309,1 - Junior,Systems,Request,2 - Normal,0 - Unassigned,23.0
15620,1405,2 - Regular,Systems,Request,2 - Normal,0 - Unassigned,15.0
20450,1738,2 - Regular,Access/Login,Request,2 - Normal,0 - Unassigned,0.0
3626,1198,1 - Junior,,Request,2 - Normal,2 - Medium,16.0
33152,431,4 - Management,Systems,Request,2 - Normal,3 - High,17.0
10023,1857,2 - Regular,Access/Login,Issue,2 - Normal,3 - High,0.0
21473,1834,2 - Regular,Access/Login,Issue,3 - Major,3 - High,
13670,613,1 - Junior,Hardware,Request,2 - Normal,,31.0
22388,943,3 - Senior,Systems,Issue,3 - Major,1 - Low,14.0
23022,1661,4 - Management,Hardware,Issue,2 - Normal,3 - High,8.0
10506,1637,3 - Senior,Software,Request,2 - Normal,3 - High,4.0
46887,172,2 - Regular,,Request,2 - Normal,2 - Medium,14.0
20382,1150,2 - Regular,Systems,Issue,2 - Normal,1 - Low,1.0
4597,284,2 - Regular,,Request,2 - Normal,0 - Unassigned,15.0
41247,822,2 - Regular,Systems,Issue,Unknown,3 - High,1.0
23100,834,1 - Junior,Access/Login,Request,2 - Normal,0 - Unassigned,
24428,1405,2 - Regular,Access/Login,,2 - Normal,2 - Medium,0.0
3038,1505,2 - Regular,Hardware,Request,2 - Normal,3 - High,12.0
6054,452,2 - Regular,Systems,Request,3 - Major,0 - Unassigned,
9535,1070,3 - Senior,Software,Request,2 - Normal,3 - High,3.0
32190,1568,1 - Junior,Systems,Request,2 - Normal,1 - Low,18.0
21118,921,2 - Regular,Systems,Request,2 - Normal,2 - Medium,16.0
37841,970,2 - Regular,Access/Login,Request,,3 - High,0.0
44919,147,2 - Regular,Access/Login,Request,2 - Normal,,
19216,918,1 - Junior,Hardware,Request,2 - Normal,3 - High,18.0
38121,1900,4 - Management,System,Request,2 - Normal,3 - High,0.0
17240,110,1 - Junior,Systems,Request,2 - Normal,1 - Low,17.0
23206,105,,Hardware,Request,2 - Normal,3 - High,12.0
4471,382,3 - Senior,System,Issue,3 - Major,0 - Unassigned,0.0
33199,328,2 - Regular,Systems,Request,Unknown,0 - Unassigned,7.0
26853,742,2 - Regular,,Issue,2 - Normal,1 - Low,3.0
23669,122,3 - Senior,Access/Login,Request,2 - Normal,2 - Medium,0.0
38016,1138,3 - Senior,Systems,Request,2 - Normal,,6.0
33521,291,1 - Junior,Systems,Request,2 - Normal,2 - Medium,15.0
23758,1522,2 - Regular,Systems,Request,2 - Normal,,5.0
13114,339,2 - Regular,Systems,Issue,2 - Normal,3 - High,7.0
27997,1105,2 - Regular,Systems,Issue,2 - Normal,3 - High,1.0
25273,422,1 - Junior,Systems,Issue,2 - Normal,2 - Medium,10.0
27644,854,4 - Management,Systems,,2 - Normal,1 - Low,11.0
5185,289,,Software,Request,2 - Normal,3 - High,9.0
27861,190,1 - Junior,Software,Request,2 - Normal,1 - Low,5.0
23589,1488,1 - Junior,Software,Request,2 - Normal,2 - Medium,2.0
1006,597,1 - Junior,Systems,,2 - Normal,1 - Low,15.0
34741,319,1 - Junior,Systems,Request,2 - Normal,1 - Low,27.0
35272,959,1 - Junior,Software,Request,2 - Normal,,10.0
43801,787,2 - Regular,Hardware,Request,2 - Normal,1 - Low,33.0
10432,564,2 - Regular,Hardware,Request,2 - Normal,0 - Unassigned,14.0
44191,973,2 - Regular,Access/Login,Request,2 - Normal,3 - High,0.0
43189,1068,2 - Regular,Software,,2 - Normal,1 - Low,5.0
29839,760,3 - Senior,Access/Login,Request,2 - Normal,2 - Medium,0.0
39340,1805,4 - Management,Systems,Request,2 - Normal,3 - High,13.0
47493,755,3 - Senior,Access/Login,Request,2 - Normal,3 - High,1.0
47097,291,1 - Junior,Software,Request,2 - Normal,0 - Unassigned,5.0
43294,751,2 - Regular,Software,Request,2 - Normal,3 - High,3.0
9669,411,2 - Regular,Software,Request,2 - Normal,0 - Unassigned,4.0
3303,426,2 - Regular,Systems,Issue,2 - Normal,1 - Low,6.0
37137,514,2 - Regular,Hardware,Request,2 - Normal,2 - Medium,
3925,13,2 - Regular,Systems,Issue,2 - Normal,3 - High,1.0
28395,127,4 - Management,Access/Login,Request,2 - Normal,,0.0
37809,841,1 - Junior,Access/Login,Req,2 - Normal,1 - Low,0.0
41687,1547,3 - Senior,Systems,Request,2 - Normal,3 - High,7.0
21942,913,3 - Senior,Access/Login,Request,2 - Normal,1 - Low,0.0
49811,1405,,Access/Login,Request,2 - Normal,3 - High,0.0
13655,1748,2 - Regular,,Request,2 - Normal,0 - Unassigned,5.0
35680,1086,4 - Management,,Request,2 - Normal,0 - Unassigned,0.0
34827,1048,2 - Regular,Access/Login,Request,3 - Major,0 - Unassigned,0.0
3081,1294,2 - Regular,,Request,2 - Normal,2 - Medium,4.0
21050,596,4 - Management,Software,,,3 - High,0.0
38037,1039,4 - Management,Hardware,Request,2 - Normal,3 - High,11.0
18238,1189,2 - Regular,Software,Request,2 - Normal,1 - Low,6.0
49926,101,1 - Junior,Software,Request,2 - Normal,1 - Low,13.0
28141,1716,2 - Regular,,,2 - Normal,3 - High,5.0
47183,93,4 - Management,Software,Request,2 - Normal,0 - Unassigned,5.0
31613,1882,2 - Regular,Systems,Request,2 - Normal,3 - High,5.0
